file,has_external_call,updates_state,is_payable,has_reentrancy_guard,has_loop,has_array_ops,has_selfdestruct,has_tx_origin,has_unchecked_call,has_overflow_risk,has_block_dependency,has_delegatecall,has_msg_value,has_fallback,label
31696.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35231.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
1021.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
44317.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
21391.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
31545.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33513.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31608.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
864.sol,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
37573.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
20198.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
32791.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32774.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33612.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35717.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
160.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33675.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34016.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35003.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32837.sol,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1
241.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31620.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31683.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32559.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
36515.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33535.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35269.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37109.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40392.sol,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
36023.sol,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1
34312.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35588.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21750.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
36495.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
34082.sol,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1
31984.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
33194.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
31607.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33223.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
21254.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33052.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31759.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
35831.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40388.sol,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
40028.sol,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1
187.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32608.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
33446.sol,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
40362.sol,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
38530.sol,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
35074.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
33928.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35651.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
760.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32624.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37102.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
31617.sol,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1
31783.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38923.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
32032.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40740.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
22480.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33518.sol,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
470.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
39961.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
1498.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31528.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35758.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
35480.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
668.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
35208.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
33710.sol,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
601.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32710.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1216.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1
33041.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40092.sol,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
34423.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32572.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33388.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20596.sol,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
34350.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36228.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32484.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1255.sol,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
36184.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
410.sol,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
35808.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35307.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31753.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35372.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31642.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34282.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39513.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
36836.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
180.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
39401.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
37092.sol,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
36431.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36292.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33197.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39776.sol,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
31690.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34271.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35080.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38957.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
39413.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
38651.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
35165.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34600.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
43786.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20780.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
39183.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
31760.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44321.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
43465.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
37037.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35637.sol,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
40055.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
35623.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35013.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32845.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
609.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33015.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
45030.sol,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1
39960.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36095.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33495.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
31548.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37177.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40591.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39493.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
37358.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35076.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
39959.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
38654.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34354.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38435.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
45073.sol,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
36968.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
37676.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
33905.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43074.sol,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
31900.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32935.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
721.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
39383.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
31373.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35077.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
35218.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31944.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39458.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
32741.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
34056.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
475.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38531.sol,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
36847.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36728.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
31761.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34248.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35024.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
39314.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
43473.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37485.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
44533.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33937.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34531.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38751.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33753.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
21144.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
31634.sol,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
32400.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38638.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
21755.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
53.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
34662.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
345.sol,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
34987.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40413.sol,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
32274.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35156.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32437.sol,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
45140.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
39858.sol,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
38721.sol,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
40578.sol,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
39817.sol,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1
36506.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
34627.sol,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36257.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38922.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32556.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
37233.sol,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
32219.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40297.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
78.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34938.sol,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
32975.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34583.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32539.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
754.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33058.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34140.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33496.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37939.sol,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
31437.sol,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1
1556.sol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
36856.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
191.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38954.sol,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
44545.sol,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
32948.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1395.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22511.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1529.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
32220.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32077.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34033.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32157.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
420.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38389.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
39944.sol,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
35062.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33691.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39495.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35114.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
60.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31873.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44526.sol,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
36634.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
35304.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
33538.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
45052.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
44345.sol,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
33392.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35155.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36496.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
20044.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20608.sol,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
40342.sol,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
36217.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33708.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32100.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
989.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38030.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33329.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33706.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20862.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
39973.sol,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1
36166.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33235.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
39326.sol,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
34357.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43174.sol,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
31489.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34464.sol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
33925.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38904.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34351.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33447.sol,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
33136.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36084.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34412.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31456.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39483.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
36903.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35913.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33661.sol,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
35226.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
33423.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22478.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
44338.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
32480.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38493.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
39420.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
39612.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
38393.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
32983.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31497.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
31876.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22500.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43912.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
1275.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
23126.sol,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1
20757.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
20313.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36971.sol,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
22780.sol,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1
35566.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37051.sol,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
1155.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
38575.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
37324.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1423.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1600.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33894.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22485.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33739.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43327.sol,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
31606.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44078.sol,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
34793.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32537.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1729.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
33383.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21277.sol,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
34713.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21067.sol,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
44850.sol,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1
1611.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43027.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33877.sol,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
95.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32972.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31827.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43556.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
37510.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
36621.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1078.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
37987.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38690.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
32304.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
36036.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32382.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43413.sol,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
35487.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35841.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32811.sol,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
32973.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21071.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
39139.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38289.sol,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1
33981.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
43746.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
33098.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43307.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
32623.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
798.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
35446.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
21196.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
44669.sol,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
23792.sol,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1
36137.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34041.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35453.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22901.sol,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
34573.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32315.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
34815.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32873.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33407.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35545.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43980.sol,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1
34461.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21397.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
36947.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
37786.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1491.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
40737.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
38639.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32545.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33920.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1336.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31632.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38934.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36472.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37944.sol,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1
252.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34344.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31565.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
36380.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
21082.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
40482.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
140.sol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21227.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
36732.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
40249.sol,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
34077.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33786.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32341.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36976.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40738.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
32216.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39147.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
34516.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
